Model Name,Column Name,Transaction Value (Count or Avg),Transcation Month (YYYY|MM),IsAnAnomaly,Snapshot Month (YYYYMM)
TABLE_1,Column_826,0,2017|08,NA,202011
TABLE_1,Column_826,0,2017|09,NA,202011
TABLE_1,Column_826,0,2017|10,NA,202011
TABLE_1,Column_826,0,2017|11,NA,202011
TABLE_1,Column_826,0,2017|12,NA,202011
TABLE_1,Column_826,0,2018|01,NA,202011
TABLE_1,Column_826,0,2018|02,NA,202011
TABLE_1,Column_826,0,2018|03,NA,202011
TABLE_1,Column_826,0,2018|04,NA,202011
TABLE_1,Column_826,0,2018|05,NA,202011
TABLE_1,Column_826,0,2018|06,NA,202011
TABLE_1,Column_826,0,2018|07,NA,202011
TABLE_1,Column_826,0,2018|08,NA,202011
TABLE_1,Column_826,0,2018|09,NA,202011
TABLE_1,Column_826,0,2018|10,NA,202011
TABLE_1,Column_826,0,2018|11,NA,202011
TABLE_1,Column_826,0,2018|12,NA,202011
TABLE_1,Column_826,0,2019|01,NA,202011
TABLE_1,Column_826,0,2019|02,NA,202011
TABLE_1,Column_826,0,2019|03,NA,202011
TABLE_1,Column_826,0,2019|04,NA,202011
TABLE_1,Column_826,0,2019|05,NA,202011
TABLE_1,Column_826,0,2019|06,NA,202011
TABLE_1,Column_826,0,2019|07,NA,202011
TABLE_1,Column_826,0,2019|08,NA,202011
TABLE_1,Column_826,0,2019|09,NA,202011
TABLE_1,Column_826,0,2019|10,NA,202011
TABLE_1,Column_826,0,2019|11,NA,202011
TABLE_1,Column_826,0,2019|12,NA,202011
TABLE_1,Column_826,0,2020|01,NA,202011
TABLE_1,Column_826,0,2020|02,NA,202011
TABLE_1,Column_826,0,2020|03,NA,202011
TABLE_1,Column_826,0,2020|04,NA,202011
TABLE_1,Column_826,0,2020|05,NA,202011
TABLE_1,Column_826,0,2020|06,NA,202011
TABLE_1,Column_826,0,2020|07,NA,202011
TABLE_1,Column_826,0,2020|08,NA,202011
TABLE_1,Column_826,0,2020|09,NA,202011
TABLE_1,Column_902,2017706.5,2016|01,NO,202103
TABLE_1,Column_902,1986999.6,2016|02,NO,202103
TABLE_1,Column_902,2135744.5,2016|03,NO,202103
TABLE_1,Column_902,2059719.2,2016|04,NO,202103
TABLE_1,Column_902,2063090.1,2016|05,NO,202103
TABLE_1,Column_902,2064516.4,2016|06,NO,202103
TABLE_1,Column_902,1920088.8,2016|07,NO,202103
TABLE_1,Column_902,2165734.5,2016|08,NO,202103
TABLE_1,Column_902,2061457.1,2016|09,NO,202103
TABLE_1,Column_902,2263669,2016|10,NO,202103
TABLE_1,Column_902,2217968.5,2016|11,NO,202103
TABLE_1,Column_902,2223485.2,2016|12,NO,202103
TABLE_1,Column_902,2594950,2017|01,NO,202103
TABLE_1,Column_902,2546311.5,2017|02,NO,202103
TABLE_1,Column_902,2766030.5,2017|03,NO,202103
TABLE_1,Column_902,2485673,2017|04,NO,202103
TABLE_1,Column_902,2733942,2017|05,NO,202103
TABLE_1,Column_902,2553445,2017|06,NO,202103
TABLE_1,Column_902,2484491,2017|07,NO,202103
TABLE_1,Column_902,2821308.2,2017|08,NO,202103
TABLE_1,Column_902,2677340,2017|09,NO,202103
TABLE_1,Column_902,2888218.2,2017|10,NO,202103
TABLE_1,Column_902,2884744,2017|11,NO,202103
TABLE_1,Column_902,2556129.2,2017|12,NO,202103
TABLE_1,Column_902,3115009.5,2018|01,NO,202103
TABLE_1,Column_902,2842325,2018|02,NO,202103
TABLE_1,Column_902,2872766,2018|03,NO,202103
TABLE_1,Column_902,2014227.2,2018|04,NO,202103
TABLE_1,Column_902,1943014,2018|05,NO,202103
TABLE_1,Column_902,1945093.8,2018|06,NO,202103
TABLE_1,Column_902,2153314.8,2018|07,NO,202103
TABLE_1,Column_902,2369490.2,2018|08,NO,202103
TABLE_1,Column_902,2189358.8,2018|09,NO,202103
TABLE_1,Column_902,2997249.2,2018|10,NO,202103
TABLE_1,Column_902,2594943,2018|11,NO,202103
TABLE_1,Column_902,2151151.5,2018|12,NO,202103
TABLE_1,Column_902,2632527.5,2019|01,NO,202103
TABLE_1,Column_902,2505715,2019|02,NO,202103
TABLE_1,Column_902,2466489.2,2019|03,NO,202103
TABLE_1,Column_902,2743386.8,2019|04,NO,202103
TABLE_1,Column_902,2907486.5,2019|05,NO,202103
TABLE_1,Column_902,2748700.8,2019|06,NO,202103
TABLE_1,Column_902,2963782.8,2019|07,NO,202103
TABLE_1,Column_902,2943062,2019|08,NO,202103
TABLE_1,Column_902,2919246.5,2019|09,NO,202103
TABLE_1,Column_902,3565240.5,2019|10,NO,202103
TABLE_1,Column_902,2972157.2,2019|11,NO,202103
TABLE_1,Column_902,2935166.95,2019|12,NO,202103
TABLE_1,Column_902,3756448.2,2020|01,NO,202103
TABLE_1,Column_902,3455835.05,2020|02,NO,202103
TABLE_1,Column_902,2635289,2020|03,NO,202103
TABLE_1,Column_902,1205491.4,2020|04,NO,202103
TABLE_1,Column_902,2514612,2020|05,NO,202103
TABLE_1,Column_902,3451138.5,2020|06,NO,202103
TABLE_1,Column_902,3441336.5,2020|07,NO,202103
TABLE_1,Column_902,3377719.5,2020|08,NO,202103
TABLE_1,Column_902,3458255.75,2020|09,NO,202103
TABLE_1,Column_902,3369358,2020|10,NO,202103
TABLE_1,Column_902,3145631.8,2020|11,NO,202103
TABLE_1,Column_902,2996646,2020|12,NO,202103
TABLE_1,Column_902,3169722.8,2021|01,NO,202103
TABLE_1,Column_902,1908174.9,2015|12,NA,202102
TABLE_1,Column_902,2017706.5,2016|01,NA,202102
TABLE_1,Column_902,1986999.6,2016|02,NA,202102
TABLE_1,Column_902,2135744.5,2016|03,NA,202102
TABLE_1,Column_902,2059719.2,2016|04,NA,202102
TABLE_1,Column_902,2063090.1,2016|05,NA,202102
TABLE_1,Column_902,2064516.4,2016|06,NA,202102
TABLE_1,Column_902,1920088.8,2016|07,NA,202102
TABLE_1,Column_902,2165734.5,2016|08,NA,202102
TABLE_1,Column_902,2061457.1,2016|09,NA,202102
TABLE_1,Column_902,2263669,2016|10,NA,202102
TABLE_1,Column_902,2217968.5,2016|11,NA,202102
TABLE_1,Column_902,2223485.2,2016|12,NA,202102
TABLE_1,Column_902,2594950,2017|01,NA,202102
TABLE_1,Column_902,2546311.5,2017|02,NA,202102
TABLE_1,Column_902,2766030.5,2017|03,NA,202102
TABLE_1,Column_902,2485673,2017|04,NA,202102
TABLE_1,Column_902,2733942,2017|05,NA,202102
TABLE_1,Column_902,2553445,2017|06,NA,202102
TABLE_1,Column_902,2484491,2017|07,NA,202102
TABLE_1,Column_902,2821308.2,2017|08,NA,202102
TABLE_1,Column_902,2677340,2017|09,NA,202102
TABLE_1,Column_902,2888218.2,2017|10,NA,202102
TABLE_1,Column_902,2884744,2017|11,NA,202102
TABLE_1,Column_902,2556129.2,2017|12,NA,202102
TABLE_1,Column_902,3115009.5,2018|01,NA,202102
TABLE_1,Column_902,2842325,2018|02,NA,202102
TABLE_1,Column_902,2872766,2018|03,NA,202102
TABLE_1,Column_902,2014227.2,2018|04,NA,202102
TABLE_1,Column_902,1943014,2018|05,NA,202102
TABLE_1,Column_902,1945093.8,2018|06,NA,202102
TABLE_1,Column_902,2153314.8,2018|07,NA,202102
TABLE_1,Column_902,2369490.2,2018|08,NA,202102
TABLE_1,Column_902,2189358.8,2018|09,NA,202102
TABLE_1,Column_902,2997249.2,2018|10,NA,202102
TABLE_1,Column_902,2594943,2018|11,NA,202102
TABLE_1,Column_902,2151151.5,2018|12,NA,202102
TABLE_1,Column_902,2632527.5,2019|01,NA,202102
TABLE_1,Column_902,2505715,2019|02,NA,202102
TABLE_1,Column_902,2466489.2,2019|03,NA,202102
TABLE_1,Column_902,2743386.8,2019|04,NA,202102
TABLE_1,Column_902,2908119.5,2019|05,NA,202102
TABLE_1,Column_902,2748777.8,2019|06,NA,202102
TABLE_1,Column_902,2963811.8,2019|07,NA,202102
TABLE_1,Column_902,2943084,2019|08,NA,202102
TABLE_1,Column_902,2919195.5,2019|09,NA,202102
TABLE_1,Column_902,3565908.5,2019|10,NA,202102
TABLE_1,Column_902,2973847.2,2019|11,NA,202102
TABLE_1,Column_902,2935547.2,2019|12,NA,202102
TABLE_1,Column_902,3757132.25,2020|01,NA,202102
TABLE_1,Column_902,3448549.7,2020|02,NA,202102
TABLE_1,Column_902,2635412,2020|03,NA,202102
TABLE_1,Column_902,1205473.4,2020|04,NA,202102
TABLE_1,Column_902,2515262.95,2020|05,NA,202102
TABLE_1,Column_902,3445963,2020|06,NA,202102
TABLE_1,Column_902,3441369.45,2020|07,NA,202102
TABLE_1,Column_902,3353221.45,2020|08,NA,202102
TABLE_1,Column_902,3453735.5,2020|09,NA,202102
TABLE_1,Column_902,3316022.5,2020|10,NA,202102
TABLE_1,Column_902,3092676.75,2020|11,NA,202102
TABLE_1,Column_902,2974453.45,2020|12,NA,202102
TABLE_1,Column_902,1820415.2,2015|11,NA,202101
TABLE_1,Column_902,1908174.9,2015|12,NA,202101
TABLE_1,Column_902,2017706.5,2016|01,NA,202101
TABLE_1,Column_902,1986999.6,2016|02,NA,202101
TABLE_1,Column_902,2135744.5,2016|03,NA,202101
TABLE_1,Column_902,2059719.2,2016|04,NA,202101
TABLE_1,Column_902,2063090.1,2016|05,NA,202101
TABLE_1,Column_902,2064516.4,2016|06,NA,202101
TABLE_1,Column_902,1920088.8,2016|07,NA,202101
TABLE_1,Column_902,2165734.5,2016|08,NA,202101
TABLE_1,Column_902,2061457.1,2016|09,NA,202101
TABLE_1,Column_902,2263669,2016|10,NA,202101
TABLE_1,Column_902,2217968.5,2016|11,NA,202101
TABLE_1,Column_902,2223485.2,2016|12,NA,202101
TABLE_1,Column_902,2594950,2017|01,NA,202101
TABLE_1,Column_902,2546311.5,2017|02,NA,202101
TABLE_1,Column_902,2766030.5,2017|03,NA,202101
TABLE_1,Column_902,2485673,2017|04,NA,202101
TABLE_1,Column_902,2733942,2017|05,NA,202101
TABLE_1,Column_902,2553445,2017|06,NA,202101
TABLE_1,Column_902,2484491,2017|07,NA,202101
TABLE_1,Column_902,2821308.2,2017|08,NA,202101
TABLE_1,Column_902,2677340,2017|09,NA,202101
TABLE_1,Column_902,2888218.2,2017|10,NA,202101
TABLE_1,Column_902,2884744,2017|11,NA,202101
TABLE_1,Column_902,2556129.2,2017|12,NA,202101
TABLE_1,Column_902,3115009.5,2018|01,NA,202101
TABLE_1,Column_902,2842325,2018|02,NA,202101
TABLE_1,Column_902,2872766,2018|03,NA,202101
TABLE_1,Column_902,2014227.2,2018|04,NA,202101
TABLE_1,Column_902,1943014,2018|05,NA,202101
TABLE_1,Column_902,1945093.8,2018|06,NA,202101
TABLE_1,Column_902,2153314.8,2018|07,NA,202101
TABLE_1,Column_902,2369490.2,2018|08,NA,202101
TABLE_1,Column_902,2189358.8,2018|09,NA,202101
TABLE_1,Column_902,2995533.2,2018|10,NA,202101
TABLE_1,Column_902,2589860,2018|11,NA,202101
TABLE_1,Column_902,2145337.5,2018|12,NA,202101
TABLE_1,Column_902,2630623.5,2019|01,NA,202101
TABLE_1,Column_902,2500757,2019|02,NA,202101
TABLE_1,Column_902,2463783.2,2019|03,NA,202101
TABLE_1,Column_902,2737404.8,2019|04,NA,202101
TABLE_1,Column_902,2903138,2019|05,NA,202101
TABLE_1,Column_902,2741011.8,2019|06,NA,202101
TABLE_1,Column_902,2947438.8,2019|07,NA,202101
TABLE_1,Column_902,2928669,2019|08,NA,202101
TABLE_1,Column_902,2912944.5,2019|09,NA,202101
TABLE_1,Column_902,3565928.5,2019|10,NA,202101
TABLE_1,Column_902,2974445.25,2019|11,NA,202101
TABLE_1,Column_902,2938722.3,2019|12,NA,202101
TABLE_1,Column_902,3753614.5,2020|01,NA,202101
TABLE_1,Column_902,3439253.2,2020|02,NA,202101
TABLE_1,Column_902,2627415,2020|03,NA,202101
TABLE_1,Column_902,1201791.4,2020|04,NA,202101
TABLE_1,Column_902,2506257.2,2020|05,NA,202101
TABLE_1,Column_902,3439989.5,2020|06,NA,202101
TABLE_1,Column_902,3441426.25,2020|07,NA,202101
TABLE_1,Column_902,3342879.25,2020|08,NA,202101
TABLE_1,Column_902,3453558.5,2020|09,NA,202101
TABLE_1,Column_902,3309717.05,2020|10,NA,202101
TABLE_1,Column_902,3010021.97,2020|11,NA,202101
TABLE_1,Column_1040,3518558,2016|02,YES,202104
TABLE_1,Column_1040,3879516.5,2016|03,YES,202104
TABLE_1,Column_1040,3476692.8,2016|04,YES,202104
TABLE_1,Column_1040,3317993.2,2016|05,YES,202104
TABLE_1,Column_1040,3703866,2016|06,YES,202104
TABLE_1,Column_1040,3268251.5,2016|07,YES,202104
TABLE_1,Column_1040,3775227.2,2016|08,YES,202104
TABLE_1,Column_1040,3525925.5,2016|09,YES,202104
TABLE_1,Column_1040,3576577.2,2016|10,YES,202104
TABLE_1,Column_1040,3540356.2,2016|11,YES,202104
TABLE_1,Column_1040,3744602.5,2016|12,YES,202104
TABLE_1,Column_1040,3651055.8,2017|01,YES,202104
TABLE_1,Column_1040,3629885.5,2017|02,YES,202104
TABLE_1,Column_1040,4003805.2,2017|03,YES,202104
TABLE_1,Column_1040,3438936.8,2017|04,YES,202104
TABLE_1,Column_1040,3784690.2,2017|05,YES,202104
TABLE_1,Column_1040,3767632.5,2017|06,YES,202104
TABLE_1,Column_1040,3095134,2017|07,YES,202104
TABLE_1,Column_1040,3869289,2017|08,YES,202104
TABLE_1,Column_1040,3351393,2017|09,YES,202104
TABLE_1,Column_1040,3857523,2017|10,YES,202104
TABLE_1,Column_1040,3563607.5,2017|11,YES,202104
TABLE_1,Column_1040,3821381.8,2017|12,YES,202104
TABLE_1,Column_1040,3859596,2018|01,YES,202104
TABLE_1,Column_1040,3526839.8,2018|02,YES,202104
TABLE_1,Column_1040,4005233.8,2018|03,YES,202104
TABLE_1,Column_1040,3870845.2,2018|04,YES,202104
TABLE_1,Column_1040,4313062.5,2018|05,YES,202104
TABLE_1,Column_1040,4025695.2,2018|06,YES,202104
TABLE_1,Column_1040,3882568.8,2018|07,YES,202104
TABLE_1,Column_1040,4686879.5,2018|08,YES,202104
TABLE_1,Column_1040,4055679.5,2018|09,YES,202104
TABLE_1,Column_1040,5009387.5,2018|10,YES,202104
TABLE_1,Column_1040,4636734,2018|11,YES,202104
TABLE_1,Column_1040,4134850,2018|12,YES,202104
TABLE_1,Column_1040,3992875,2019|01,YES,202104
TABLE_1,Column_1040,3806219.2,2019|02,YES,202104
TABLE_1,Column_1040,3780278.8,2019|03,YES,202104
TABLE_1,Column_1040,3904942.8,2019|04,YES,202104
TABLE_1,Column_1040,4255738,2019|05,YES,202104
TABLE_1,Column_1040,3790601.2,2019|06,YES,202104
TABLE_1,Column_1040,3959021.5,2019|07,YES,202104
TABLE_1,Column_1040,4344782.5,2019|08,YES,202104
TABLE_1,Column_1040,4027916.5,2019|09,YES,202104
TABLE_1,Column_1040,4594802,2019|10,YES,202104
TABLE_1,Column_1040,3890336.2,2019|11,YES,202104
TABLE_1,Column_1040,4079184.2,2019|12,YES,202104
TABLE_1,Column_1040,3743151,2020|01,YES,202104
TABLE_1,Column_1040,3725490.95,2020|02,YES,202104
TABLE_1,Column_1040,2951572.8,2020|03,YES,202104
TABLE_1,Column_1040,2173453.5,2020|04,YES,202104
TABLE_1,Column_1040,2751754.75,2020|05,YES,202104
TABLE_1,Column_1040,3678710.55,2020|06,YES,202104
TABLE_1,Column_1040,3657310.25,2020|07,YES,202104
TABLE_1,Column_1040,3598947.55,2020|08,YES,202104
TABLE_1,Column_1040,3627434.75,2020|09,YES,202104
TABLE_1,Column_1040,3802485.55,2020|10,YES,202104
TABLE_1,Column_1040,3349386.3,2020|11,YES,202104
TABLE_1,Column_1040,3465073.7,2020|12,YES,202104
TABLE_1,Column_1040,117177.24,2021|01,YES,202104
TABLE_1,Column_1040,0,2021|02,YES,202104
TABLE_1,Column_1040,3410413.5,2016|01,NA,202103
TABLE_1,Column_1040,3518558,2016|02,NA,202103
TABLE_1,Column_1040,3879516.5,2016|03,NA,202103
TABLE_1,Column_1040,3476692.8,2016|04,NA,202103
TABLE_1,Column_1040,3317993.2,2016|05,NA,202103
TABLE_1,Column_1040,3703866,2016|06,NA,202103
TABLE_1,Column_1040,3268251.5,2016|07,NA,202103
TABLE_1,Column_1040,3775227.2,2016|08,NA,202103
TABLE_1,Column_1040,3525925.5,2016|09,NA,202103
TABLE_1,Column_1040,3576577.2,2016|10,NA,202103
TABLE_1,Column_1040,3540356.2,2016|11,NA,202103
TABLE_1,Column_1040,3744602.5,2016|12,NA,202103
TABLE_1,Column_1040,3923654.55,2017|01,NA,202103
TABLE_1,Column_1040,3894647.25,2017|02,NA,202103
TABLE_1,Column_1040,4219873.45,2017|03,NA,202103
TABLE_1,Column_1040,3707406.3,2017|04,NA,202103
TABLE_1,Column_1040,3963622.05,2017|05,NA,202103
TABLE_1,Column_1040,3936768.95,2017|06,NA,202103
TABLE_1,Column_1040,3279026,2017|07,NA,202103
TABLE_1,Column_1040,4038302.25,2017|08,NA,202103
TABLE_1,Column_1040,3512980,2017|09,NA,202103
TABLE_1,Column_1040,4020174.25,2017|10,NA,202103
TABLE_1,Column_1040,3729623.75,2017|11,NA,202103
TABLE_1,Column_1040,3985892.95,2017|12,NA,202103
TABLE_1,Column_1040,4062267,2018|01,NA,202103
TABLE_1,Column_1040,3675138.75,2018|02,NA,202103
TABLE_1,Column_1040,4176501.55,2018|03,NA,202103
TABLE_1,Column_1040,4005766.95,2018|04,NA,202103
TABLE_1,Column_1040,4426078,2018|05,NA,202103
TABLE_1,Column_1040,4184537.7,2018|06,NA,202103
TABLE_1,Column_1040,4038058.55,2018|07,NA,202103
TABLE_1,Column_1040,4796977,2018|08,NA,202103
TABLE_1,Column_1040,4132576.25,2018|09,NA,202103
TABLE_1,Column_1040,5080744.5,2018|10,NA,202103
TABLE_1,Column_1040,4750746.5,2018|11,NA,202103
TABLE_1,Column_1040,4215946.5,2018|12,NA,202103
TABLE_1,Column_1040,4015314.5,2019|01,NA,202103
TABLE_1,Column_1040,3866921.45,2019|02,NA,202103
TABLE_1,Column_1040,3815416.55,2019|03,NA,202103
TABLE_1,Column_1040,3945261.3,2019|04,NA,202103
TABLE_1,Column_1040,4271154,2019|05,NA,202103
TABLE_1,Column_1040,3827352.45,2019|06,NA,202103
TABLE_1,Column_1040,3972617,2019|07,NA,202103
TABLE_1,Column_1040,4367652.5,2019|08,NA,202103
TABLE_1,Column_1040,4093363.5,2019|09,NA,202103
TABLE_1,Column_1040,4676671,2019|10,NA,202103
TABLE_1,Column_1040,3934018.8,2019|11,NA,202103
TABLE_1,Column_1040,4099436.5,2019|12,NA,202103
TABLE_1,Column_1040,3744396.5,2020|01,NA,202103
TABLE_1,Column_1040,3712278.8,2020|02,NA,202103
TABLE_1,Column_1040,2944079.05,2020|03,NA,202103
TABLE_1,Column_1040,2168389.95,2020|04,NA,202103
TABLE_1,Column_1040,2758921.5,2020|05,NA,202103
TABLE_1,Column_1040,3545329.7,2020|06,NA,202103
TABLE_1,Column_1040,3539396.95,2020|07,NA,202103
TABLE_1,Column_1040,3550910.8,2020|08,NA,202103
TABLE_1,Column_1040,3540040.55,2020|09,NA,202103
TABLE_1,Column_1040,3665054.75,2020|10,NA,202103
TABLE_1,Column_1040,3105843.8,2020|11,NA,202103
TABLE_1,Column_1040,1846891.2,2020|12,NA,202103
TABLE_1,Column_1040,0,2021|01,NA,202103
TABLE_1,Column_1040,3766022.8,2015|12,NA,202102
TABLE_1,Column_1040,3410413.5,2016|01,NA,202102
TABLE_1,Column_1040,3518558,2016|02,NA,202102
TABLE_1,Column_1040,3879516.5,2016|03,NA,202102
TABLE_1,Column_1040,3476692.8,2016|04,NA,202102
TABLE_1,Column_1040,3317993.2,2016|05,NA,202102
TABLE_1,Column_1040,3703866,2016|06,NA,202102
TABLE_1,Column_1040,3268251.5,2016|07,NA,202102
TABLE_1,Column_1040,3775227.2,2016|08,NA,202102
TABLE_1,Column_1040,3525925.5,2016|09,NA,202102
TABLE_1,Column_1040,3576577.2,2016|10,NA,202102
TABLE_1,Column_1040,3540356.2,2016|11,NA,202102
TABLE_1,Column_1040,3744602.5,2016|12,NA,202102
TABLE_1,Column_1040,3650844.8,2017|01,NA,202102
TABLE_1,Column_1040,3629772.5,2017|02,NA,202102
TABLE_1,Column_1040,4002561.2,2017|03,NA,202102
TABLE_1,Column_1040,3438936.8,2017|04,NA,202102
TABLE_1,Column_1040,3784521.8,2017|05,NA,202102
TABLE_1,Column_1040,3767569.2,2017|06,NA,202102
TABLE_1,Column_1040,3094363,2017|07,NA,202102
TABLE_1,Column_1040,3869289,2017|08,NA,202102
TABLE_1,Column_1040,3351140,2017|09,NA,202102
TABLE_1,Column_1040,3857282.5,2017|10,NA,202102
TABLE_1,Column_1040,3563481,2017|11,NA,202102
TABLE_1,Column_1040,3821044.3,2017|12,NA,202102
TABLE_1,Column_1040,3859596,2018|01,NA,202102
TABLE_1,Column_1040,3526536,2018|02,NA,202102
TABLE_1,Column_1040,4005139.7,2018|03,NA,202102
TABLE_1,Column_1040,3870641.2,2018|04,NA,202102
TABLE_1,Column_1040,4312764.5,2018|05,NA,202102
TABLE_1,Column_1040,4025695.2,2018|06,NA,202102
TABLE_1,Column_1040,3882619.7,2018|07,NA,202102
TABLE_1,Column_1040,4686624.5,2018|08,NA,202102
TABLE_1,Column_1040,4055679.5,2018|09,NA,202102
TABLE_1,Column_1040,5008616.5,2018|10,NA,202102
TABLE_1,Column_1040,4635504,2018|11,NA,202102
TABLE_1,Column_1040,4134850,2018|12,NA,202102
TABLE_1,Column_1040,3992875,2019|01,NA,202102
TABLE_1,Column_1040,3806219.2,2019|02,NA,202102
TABLE_1,Column_1040,3780278.8,2019|03,NA,202102
TABLE_1,Column_1040,3904942.8,2019|04,NA,202102
TABLE_1,Column_1040,4255067,2019|05,NA,202102
TABLE_1,Column_1040,3789326.3,2019|06,NA,202102
TABLE_1,Column_1040,3957222.5,2019|07,NA,202102
TABLE_1,Column_1040,4343337.5,2019|08,NA,202102
TABLE_1,Column_1040,4026777.5,2019|09,NA,202102
TABLE_1,Column_1040,4594286,2019|10,NA,202102
TABLE_1,Column_1040,3890266.7,2019|11,NA,202102
TABLE_1,Column_1040,4065066,2019|12,NA,202102
TABLE_1,Column_1040,3735815.05,2020|01,NA,202102
TABLE_1,Column_1040,3694129.75,2020|02,NA,202102
TABLE_1,Column_1040,2887533.7,2020|03,NA,202102
TABLE_1,Column_1040,2044245.225,2020|04,NA,202102
TABLE_1,Column_1040,2710774.5,2020|05,NA,202102
TABLE_1,Column_1040,3418214.25,2020|06,NA,202102
TABLE_1,Column_1040,3468579.2,2020|07,NA,202102
TABLE_1,Column_1040,3478095.7,2020|08,NA,202102
TABLE_1,Column_1040,3468767.8,2020|09,NA,202102
TABLE_1,Column_1040,3425817,2020|10,NA,202102
TABLE_1,Column_1040,1636222.9,2020|11,NA,202102
TABLE_1,Column_1040,0,2020|12,NA,202102
TABLE_1,Column_1231,0,2016|01,NO,202103
TABLE_1,Column_1231,0,2016|02,NO,202103
TABLE_1,Column_1231,0,2016|03,NO,202103
TABLE_1,Column_1231,0,2016|04,NO,202103
TABLE_1,Column_1231,0,2016|05,NO,202103
TABLE_1,Column_1231,0,2016|06,NO,202103
TABLE_1,Column_1231,0,2016|07,NO,202103
TABLE_1,Column_1231,0,2016|08,NO,202103
TABLE_1,Column_1231,0,2016|09,NO,202103
TABLE_1,Column_1231,0,2016|10,NO,202103
TABLE_1,Column_1231,0,2016|11,NO,202103
TABLE_1,Column_1231,0,2016|12,NO,202103
TABLE_1,Column_1231,0,2017|01,NO,202103
TABLE_1,Column_1231,0,2017|02,NO,202103
TABLE_1,Column_1231,0,2017|03,NO,202103
TABLE_1,Column_1231,0,2017|04,NO,202103
TABLE_1,Column_1231,0,2017|05,NO,202103
TABLE_1,Column_1231,0,2017|06,NO,202103
TABLE_1,Column_1231,0,2017|07,NO,202103
TABLE_1,Column_1231,0,2017|08,NO,202103
TABLE_1,Column_1231,0,2017|09,NO,202103
TABLE_1,Column_1231,0,2017|10,NO,202103
TABLE_1,Column_1231,0,2017|11,NO,202103
TABLE_1,Column_1231,0,2017|12,NO,202103
TABLE_1,Column_1231,0,2018|01,NO,202103
TABLE_1,Column_1231,0,2018|02,NO,202103
TABLE_1,Column_1231,0,2018|03,NO,202103
TABLE_1,Column_1231,0,2018|04,NO,202103
TABLE_1,Column_1231,0,2018|05,NO,202103
TABLE_1,Column_1231,0,2018|06,NO,202103
TABLE_1,Column_1231,0,2018|07,NO,202103
TABLE_1,Column_1231,0,2018|08,NO,202103
TABLE_1,Column_1231,0,2018|09,NO,202103
TABLE_1,Column_1231,0,2018|10,NO,202103
TABLE_1,Column_1231,0,2018|11,NO,202103
TABLE_1,Column_1231,0,2018|12,NO,202103
TABLE_1,Column_1231,0,2019|01,NO,202103
TABLE_1,Column_1231,0,2019|02,NO,202103
TABLE_1,Column_1231,0,2019|03,NO,202103
TABLE_1,Column_1231,0,2019|04,NO,202103
TABLE_1,Column_1231,0,2019|05,NO,202103
TABLE_1,Column_1231,0,2019|06,NO,202103
TABLE_1,Column_1231,0,2019|07,NO,202103
TABLE_1,Column_1231,0,2019|08,NO,202103
TABLE_1,Column_1231,0,2019|09,NO,202103
TABLE_1,Column_1231,0,2019|10,NO,202103
TABLE_1,Column_1231,0,2019|11,NO,202103
TABLE_1,Column_1231,0,2019|12,NO,202103
TABLE_1,Column_1231,0,2020|01,NO,202103
TABLE_1,Column_1231,0,2020|02,NO,202103
TABLE_1,Column_1231,0,2020|03,NO,202103
TABLE_1,Column_1231,0,2020|04,NO,202103
TABLE_1,Column_1231,0,2020|05,NO,202103
TABLE_1,Column_1231,0,2020|06,NO,202103
TABLE_1,Column_1231,0,2020|07,NO,202103
TABLE_1,Column_1231,0,2020|08,NO,202103
TABLE_1,Column_1231,0,2020|09,NO,202103
TABLE_1,Column_1231,0,2020|10,NO,202103
TABLE_1,Column_1231,0,2020|11,NO,202103
TABLE_1,Column_1231,0,2020|12,NO,202103
TABLE_1,Column_1231,0,2021|01,NO,202103
TABLE_1,Column_1231,0,2015|12,NA,202102
TABLE_1,Column_1231,0,2016|01,NA,202102
TABLE_1,Column_1231,0,2016|02,NA,202102
TABLE_1,Column_1231,0,2016|03,NA,202102
TABLE_1,Column_1231,0,2016|04,NA,202102
TABLE_1,Column_1231,0,2016|05,NA,202102
TABLE_1,Column_1231,0,2016|06,NA,202102
TABLE_1,Column_1231,0,2016|07,NA,202102
TABLE_1,Column_1231,0,2016|08,NA,202102
TABLE_1,Column_1231,0,2016|09,NA,202102
TABLE_1,Column_1231,0,2016|10,NA,202102
TABLE_1,Column_1231,0,2016|11,NA,202102
TABLE_1,Column_1231,0,2016|12,NA,202102
TABLE_1,Column_1231,0,2017|01,NA,202102
TABLE_1,Column_1231,0,2017|02,NA,202102
TABLE_1,Column_1231,0,2017|03,NA,202102
TABLE_1,Column_1231,0,2017|04,NA,202102
TABLE_1,Column_1231,0,2017|05,NA,202102
TABLE_1,Column_1231,0,2017|06,NA,202102
TABLE_1,Column_1231,0,2017|07,NA,202102
TABLE_1,Column_1231,0,2017|08,NA,202102
TABLE_1,Column_1231,0,2017|09,NA,202102
TABLE_1,Column_1231,0,2017|10,NA,202102
TABLE_1,Column_1231,0,2017|11,NA,202102
TABLE_1,Column_1231,0,2017|12,NA,202102
TABLE_1,Column_1231,0,2018|01,NA,202102
TABLE_1,Column_1231,0,2018|02,NA,202102
TABLE_1,Column_1231,0,2018|03,NA,202102
TABLE_1,Column_1231,0,2018|04,NA,202102
TABLE_1,Column_1231,0,2018|05,NA,202102
